,y_real,y_pred
0,71.85147778,65.19521263
1,30.77712988,40.12041623
2,33.63091105,41.31045445
3,53.24743333,53.39161104
4,20.42190249,16.12479169
5,89.33192806,76.26400224
6,59.86514847,58.2645332
7,13.66362858,16.44229934
8,85.52336957,74.35632888
9,57.96122223,57.13065851
10,18.31359361,11.05636645
11,78.2328464,69.10677834
12,61.73891193,58.67037414
13,73.25359897,65.83893341
14,92.79532761,77.95442984
15,27.82695635,38.22022017
16,50.81060363,52.25565237
17,18.07509336,25.98690234
18,37.25349409,43.81121656
19,20.53093781,21.73174572
20,58.91457556,57.34041043
21,34.08865378,42.36643444
22,65.67701516,62.63598321
23,22.62069168,35.39483467
24,83.35514679,71.59797614
25,71.51921113,64.76449739
26,12.02954464,7.66475405
27,13.8020444,9.50969988
28,34.43940041,43.02652726
29,53.71702742,54.27432952
30,15.49101578,19.59991186
31,39.80339423,45.16978264
32,35.40589065,42.22540617
33,85.06320149,73.09284954
34,19.19133831,21.92387602
35,69.4082664,64.29377649
36,92.49863949,78.12234354
37,62.26923951,59.2473814
38,94.49137478,79.45491075
39,62.49402381,59.27281012
40,77.38140044,68.57926115
41,60.32386105,58.36533678
42,44.03074938,47.58736274
43,52.18830423,53.39860551
44,67.25240694,62.95601946
45,91.62277708,77.86688895
46,42.5307914,47.52315461
47,13.89508462,17.95355241
48,96.79436668,80.64647898
49,70.93049654,64.70096407
50,98.02295846,81.08432362
51,16.68752747,13.51426453
52,41.96869016,47.03991047
53,84.42415118,74.52538572
54,19.98611952,31.58827726
55,48.32550357,51.53151678
56,85.164047,73.49589088
57,87.46766968,75.02909401
58,81.17703377,71.01198752
59,85.18081505,73.50985629
60,92.20321644,77.47234195
61,19.48787725,24.88174973
62,45.96658956,49.56823862
63,89.83935031,76.7274636
64,85.57320194,73.42846282
65,85.27820182,73.10753169
66,33.89067779,41.8225392
67,48.32596473,50.80990654
68,14.73353289,10.46179903
69,48.74154346,51.1217136
70,26.2229784,37.36695091
71,14.58215521,19.66423945
72,51.21011605,52.22276294
73,75.27616853,67.9936696
74,43.27738059,47.45686355
75,98.96390371,81.67416118
76,76.08872784,69.0744657
77,25.80599871,37.46347853
78,55.42320017,55.40483938
79,36.68161783,44.21490095
80,18.16260746,13.5716437
81,36.33932856,43.79105722
82,87.28962208,75.20066805
83,28.14162828,38.9467595
84,90.59703335,76.50806354
85,41.28429804,45.77101547
86,56.03376237,56.35296151
87,15.0580927,13.3566064
88,84.08248917,72.27426876
89,82.88187353,72.8651035
90,34.12528804,41.76875917
91,63.48172506,60.17466638
92,57.20611523,56.38068281
93,10.24833795,15.33833521
94,28.39767558,38.60400788
95,18.94817287,26.69207912
96,49.95475651,51.93908393
97,68.56630996,63.52695269
98,87.70817358,75.63410445
99,58.25179177,57.01870792
100,76.481938,67.38609818
101,72.93834165,65.66312875
102,20.78511201,12.88528888
103,58.20116569,57.87118478
104,47.23116459,50.15435303
105,84.29008243,72.8163474
106,75.4498802,68.2257656
107,29.95858985,39.70309255
108,93.7535272,79.3325336
109,77.19260195,69.75327834
110,41.41720873,47.17405551
111,60.52244421,58.28176276
112,36.59732917,43.86501052
113,41.0817313,46.19066685
114,17.32416202,22.9812965
115,29.24937455,39.12374248
116,64.45011506,60.22750403
117,67.70618691,62.71737959
118,34.04017022,42.29228677
119,73.75222348,66.18906202
120,20.17816583,28.04735917
121,61.78667587,59.44670985
122,90.50489022,77.1858771
123,85.45785571,74.05051399
124,93.95258315,79.37506548
125,32.35126057,41.58174427
126,43.48416814,47.79463309
127,28.53732955,38.78842002
128,55.91096254,55.49829822
129,29.51681824,39.51427303
130,27.04548021,38.03821549
131,19.47542862,19.18644888
132,53.8842219,54.455555
133,84.42101925,72.93222094
134,40.48251038,45.39673898
135,68.65731705,63.58671018
136,92.32584854,77.77870637
137,10.12319692,11.59904462
138,21.64404901,34.38404589
139,25.73096488,36.79379197
140,89.95673272,75.82204106
141,65.48534649,61.22320258
142,84.4191336,73.40592628
143,50.00651063,51.56557456
144,14.81299595,14.59818315
145,80.87562334,71.63417857
146,87.61239087,74.63596318
147,54.67747514,55.01096402
148,98.05415962,81.27546056
149,85.68024503,73.78946144
150,99.14982851,82.42968741
151,81.61439222,71.70111219
152,69.331708,64.04216977
153,25.09986344,36.38518557
154,50.28606167,52.31112395
155,45.18440823,48.65549892
156,78.33504763,69.33270047
157,40.85510815,46.24609293
158,42.56181866,46.7653227
159,68.8223243,63.10450335
160,35.42424185,42.35106683
161,16.97159126,21.14257297
162,85.42096173,73.47976313
163,64.2434768,61.31483718
164,91.01163102,77.26130259
165,19.52273154,14.89017634
166,81.71457618,70.86184884
167,42.36433434,47.53425189
168,21.74036482,34.73238008
169,87.89950914,75.33426575
170,43.58704816,48.31425505
171,66.69349856,62.54691242
172,12.9719022,10.39324323
173,15.53108023,23.64539459
174,28.86971238,38.96551649
175,27.97108706,38.4338948
176,21.86805996,34.60696225
177,20.52312671,21.74216624
178,79.32291147,70.14712798
179,65.05586471,61.62453395
180,79.99152533,70.12575752
181,44.54948105,48.8827128
182,38.38741297,44.64327758
183,27.66503127,38.17861481
184,86.29462975,74.19107687
185,46.90772856,49.91291825
186,25.90679573,36.93129581
187,27.01055586,37.71503876
188,93.25021861,77.85074091
189,89.18179919,75.42770929
190,48.66399398,50.74004267
191,68.72209032,63.31961255
192,56.47825069,56.00423999
193,61.55472704,58.65549453
194,17.81157843,22.0784322
195,72.12616691,65.91179376
196,72.67603536,65.77895688
197,36.24542908,43.00538315
198,31.94683843,40.99228722
199,75.44702563,67.74438003
200,24.34879483,36.15522608
201,90.75153265,77.74194444
202,32.62406693,41.39276579
203,86.35817303,74.20292017
204,47.38414258,49.35729213
205,17.39914657,15.66495224
206,50.14628607,52.13581432
207,57.68039014,56.57786087
208,49.49630029,51.65007738
209,13.46843917,18.02374742
210,47.82807081,50.22220963
211,25.1857905,36.51270844
212,18.8630246,17.32313173
213,67.07378773,62.68644477
214,19.19769346,27.31673872
215,22.74271548,34.82982817
216,92.05295966,77.65103328
217,60.73571092,59.1227913
218,95.20009912,79.55182967
219,25.78404665,36.90039843
220,65.36050464,61.09312616
221,60.73007693,57.92697961
222,80.2719914,70.93330733
223,90.33465288,76.85286664
224,99.22054632,82.41544666
225,62.1918909,59.14995112
226,38.82186876,45.66249198
227,18.5580958,12.87512793
228,28.70339641,38.77516067
229,31.51963187,40.64750819
230,26.806463,37.505184
231,56.39661478,56.22599011
232,98.37030887,81.09138672
233,89.79234554,76.36912088
234,92.06116214,77.72499098
235,54.00227657,54.28299822
236,67.40529365,62.78839603
237,26.71367744,37.42053792
238,89.19192279,76.39132595
239,97.03169815,80.82156773
240,83.15611582,72.28641095
241,52.25352928,53.48687466
242,81.76379268,71.83009136
243,67.62317449,62.37752393
244,45.19508643,49.40992117
245,53.7882023,54.01466096
246,67.80540377,63.0440382
247,96.78053098,80.09250235
248,15.06731453,17.34286085
249,90.58317884,76.55657329
250,81.32366751,70.81239163
251,23.35000308,35.48409192
252,85.3210198,73.95302289
253,96.32481429,80.99272629
254,61.69339988,59.60119865
255,52.16607313,53.2433364
256,37.45821449,44.57883151
257,93.19491568,78.07928631
258,96.90803668,81.00996312
259,21.88555574,34.435954
260,50.25228115,52.33680263
261,52.17917445,53.18237079
262,59.13162615,57.48344954
263,52.07241423,52.85023068
264,55.09748565,54.54238103
265,16.65871779,15.22711177
266,46.66446032,49.83152394
267,99.56625802,83.34962587
268,96.67059558,81.26589317
269,76.15011179,68.13786585
270,35.79682391,42.80662722
271,85.01408498,73.53775498
272,41.65669526,46.78570532
273,82.9468817,72.14242085
274,29.27043236,39.24547552
275,61.41979906,58.96225864
276,82.90641309,71.98036825
277,74.67262732,66.52517046
278,27.85960038,38.10923943
279,93.54323129,78.80995451
280,38.48185005,44.72668361
281,48.20558136,51.48672183
282,18.9930079,14.6768888
283,98.37118404,81.38659068
284,22.16930026,35.08686097
285,44.23002588,47.86413179
286,20.51776379,17.86656402
287,29.95151515,39.45662651
288,66.50171772,62.26128669
289,21.07478893,17.20764387
290,23.78729155,36.30725499
291,86.69224216,74.5439937
292,41.16886538,47.30289768
293,17.32903124,15.15670585
294,34.59133678,42.27816382
295,70.78268925,65.06789103
296,39.02549531,45.37722601
297,64.16304815,60.92082049
298,99.37476259,82.34891702
299,35.94854458,43.38220237
300,31.10428749,39.71226105
301,19.60995195,24.9091409
302,13.82000562,15.04150437
303,93.56114926,78.91298329
304,18.75063006,26.76494312
305,47.67602045,49.83599308
306,30.52201267,39.67149274
307,45.3815355,48.94743666
308,27.0231852,38.0297577
309,83.02548552,72.25434891
310,99.72776697,81.88555225
311,11.83747126,9.47769919
312,40.18281076,45.45690789
313,79.50903727,70.57888373
314,59.38076643,58.73790522
315,29.62745903,39.38144796
316,47.63849812,51.65587211
317,10.79843896,6.83691906
318,49.06496445,51.70423479
319,46.25308747,49.94679701
320,35.09216409,42.54245506
321,87.00369691,74.663572
322,73.81350551,66.61433408
323,36.95713872,44.56559483
324,77.96974385,68.20549377
325,70.81188984,64.7595118
326,77.52813381,68.07487735
327,60.43905273,58.59997237
328,48.08178037,50.15942096
329,72.86519884,65.3326495
330,83.05637979,71.50116736
331,43.40011983,48.04860487
332,28.10344692,38.68647995
333,72.69441212,66.42909667
334,85.11179982,73.3639875
335,94.86808026,79.70207707
336,24.47915269,36.25621825
337,53.93128805,54.0507881
338,35.74900798,42.59766403
339,86.43218809,73.91581634
340,44.57924018,49.45613865
341,40.27636238,45.29778538
342,16.26197317,16.64247944
343,51.87319218,53.14745852
344,12.32232713,10.29183876
345,22.64103447,35.03323342
346,12.27325298,9.88273725
347,88.52676383,75.7858185
348,86.23833103,74.60491309
349,11.49455187,8.88191529
350,37.90739749,44.49008618
351,29.81893624,39.33245131
352,51.16361316,52.69969827
353,15.15625917,17.89302028
354,90.89345513,77.26265694
355,74.87632823,67.99414306
356,78.24353017,68.9658053
357,32.5863363,41.67928735
358,46.18009663,49.72159504
359,44.12756579,48.45597999
360,35.49844723,42.53408429
361,42.94568798,47.57447885
362,21.57380806,34.46366215
363,75.05804566,67.29930129
364,52.69754431,53.84234704
365,24.85521956,36.60998167
366,85.89126053,73.75754606
367,34.4948104,42.50847443
368,57.27091079,56.56002138
369,84.40222769,72.41682463
370,60.16587076,59.20390334
371,35.28906162,42.96666414
372,83.23352095,72.23717163
373,72.31631749,65.52170181
374,90.34609302,76.02578114
375,88.62751174,75.84758602
376,95.42204839,80.28253484
377,29.61733326,39.52098802
378,23.71292534,35.62553021
379,29.95807189,39.4396409
380,60.8948498,58.27832041
381,15.31114696,23.52606773
382,81.27093821,71.23715533
383,31.07646098,41.34311896
384,57.68471605,56.43563581
385,81.29810351,71.04005242
386,38.45426152,44.8368552
387,44.89423774,48.45108309
388,82.91654644,72.25758655
389,76.81028201,68.85568368
390,86.32577308,74.43506675
391,85.9367348,74.02106063
392,72.53791489,65.26792408
393,88.41154043,75.54540882
394,80.98100634,71.15750981
395,87.92632529,75.16470361
396,12.32319482,12.27070724
397,81.54824135,71.07208629
398,41.79178906,46.55275138
399,16.83030278,14.25272559
400,79.1079827,70.4298906
401,35.16357082,43.34249082
402,21.57631055,34.46837198
403,64.35233471,60.81018134
404,75.42261988,67.53395375
405,93.34588471,78.9514481
406,84.16844862,72.9296578
407,38.75434131,45.05276239
408,41.18723891,47.25504538
409,89.4922503,76.64707005
410,62.98099153,59.53628458
411,24.52345814,36.68722904
412,83.13484085,71.8592284
413,70.56954577,64.44437717
414,15.89381899,14.22052367
415,40.55804469,46.33883797
416,65.48338646,61.59384193
417,71.55186126,64.53458729
418,24.86635042,36.65279439
419,95.57880226,79.72868828
420,29.41519049,39.27899221
421,27.07918187,37.79898657
422,73.95882321,66.70561542
423,91.57373697,77.29055937
424,61.37328898,58.81159129
425,51.859452,53.36967228
426,10.59637781,12.50723613
427,37.68571134,44.87369593
428,24.64535625,36.11000695
429,76.41204562,67.71197969
430,20.93699992,11.34595785
431,55.94683462,55.30659554
432,21.52674617,30.2094671
433,10.85241005,12.5233783
434,33.31955653,41.48406295
435,19.54419506,14.75064872
436,71.60542007,65.07593081
437,15.2535832,20.39079631
438,55.70310363,55.89227521
439,88.64958414,75.35497126
440,21.4948253,34.38394128
441,70.00227827,64.1334575
442,89.43265595,76.77009777
443,76.13325389,68.28677537
444,93.20203346,78.88601716
445,23.99276216,36.20846581
446,84.12416903,72.97554696
447,11.19978787,16.97276186
448,45.02843848,49.09749317
449,95.40178693,79.2456322
450,15.11269194,13.72760151
451,95.52169659,79.82947753
452,61.85029349,58.89705492
453,40.17956035,45.87163075
454,28.84924205,38.74763756
